date,title,sessions,pageViews, totalRevenue ,totalSales , totalCost , totalProfit , customerSatisfaction ,employeeSatisfaction,customerRetentionRate,stockTotal
1/23/18," 3CR14 Grade Stainless Steel Knife Set - 12PCS Including Free Acrylic Stand - High Chromium Steel for Added Strength, Durability & Sharpness - Great for Home & Commercial Kitchens - by Unity",236,261,86.91,3,23.88,63.03,90,94,3,374
1/23/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Feather Pattern - Classic Design (Blue)",49,63,159.88,3,24.66,135.22,95,91,2,62
1/31/18,"ActivSport 18"" Backpack - Padded Laptop Sleeve - Bottle Holders - Upgraded Zippers - Jumbo Size - Classic Design - by Unity (Burgundy)",25,26,29.91,3,22.32,7.59,99,90,3,453
2/3/18,"Unity Double Garment Rack - Telescopic Side Extensions - (31"" - 57"") x 17"" x (35"" - 63"") - Sturdy Wheeled Base - Highly Portable - Tons Of Storage - Heavy Duty",29,31,95.91,3,24.66,71.25,92,91,2,623
2/9/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Feather Pattern - Classic Design (Gray)",86,108,199.85,3,11.7,188.15,93,98,3,565
2/11/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Bulk Pack (60, Dinner Fork)",59,80,239.94,3,30.75,209.19,99,97,3,378
2/13/18,"Unity 9"" Non-Slip Foldable Step Stool with Carrying Handle & Back Support - Supports Up To 300LBS - Easy Open - Sit or Stand! - by Unity (Black/White Dots)",6,10,44.91,3,10.32,34.59,95,98,2,793
2/13/18,"Handi-Liner Commercial Bulk Trash Can Liners Virgin Materials - 56 Gallon (8 Rolls, 200 Liners, 1 Case)",34,35,94.41,3,17.01,77.4,92,91,3,299
2/21/18,"Unity Single Garment Rack - Telescopic Side Extensions - (31"" - 42"") x 17"" x (35"" - 65"") - Sturdy Wheeled Base - Highly Portable - Tons Of Storage - Heavy Duty",26,29,68.91,3,30.75,38.16,93,93,2,679
3/1/18,"Unity Signature Foldable Storage Ottoman, 15 Inch - Strong & Sturdy - Space Saving - Premium Faux Leather (Beige)",44,49,79.88,3,39.99,39.89,97,90,3,248
3/9/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Southwest Diamond Pattern - Classic Design (Gray)",87,123,119.97,3,25.5,94.47,91,99,3,488
3/13/18," 8 Pack Classic Wide Rim Fun Color Melamine Break-Resistant Indoor Outdoor Dinnerware Wide Band Pattern By Unity (10.5"" Dinner Plates, Mixed)",55,72,47.97,3,29.97,18,100,91,2,270
3/19/18,"Unity Laundry Sorter Double Garment Rack - 3 Hampers - 42"" x 17"" x 65"" - Sturdy Wheeled Base - Highly Portable - Tons Of Storage - Great Addition for Your Home!",45,56,128.91,3,29.28,99.63,94,90,3,108
3/22/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Bulk Pack (60, Dinner Spoon)",33,45,119.97,3,17.58,102.39,95,95,3,503
1/6/18, Jewelry Cleaner 5oz Value Pack with Basket and Brush Single Pack,11,27,11.94,2,4,7.94,100,95,3,348
1/8/18, Scrubber Brush - Value Packed - Bathroom & Kitchen Scrubber with Handle - Tough on Grime - Great for the BBQ - by  (4),17,23,29.98,2,14.86,15.12,94,100,3,402
1/10/18,"Lip Balm, Delicious Strawberry Flavor, Aloe Vera & Vitamin E Infused, Hydrates & Soothes, by Unity (2)",35,45,11.38,2,4,7.38,94,100,2,240
1/14/18, Scrubber Brush - Value Packed - Bathroom & Kitchen Scrubber with Handle - Tough on Grime - Great for the BBQ - by  (2),13,19,17.98,2,11.1,6.88,100,96,2,142
2/6/18," Classic Value Bath Towel Set - 6 PCS - 25"" x 50"" - Cotton/Poly Blend For Maximum Performance - All Purpose - Lightweight - Quick Dry - by Unity (Roman)",15,21,59.94,2,11.1,48.84,99,95,3,676
2/10/18," Premium Non-Slip 100% Microfiber Classic Value Machine Washable Bathroom Rug Bath Mat Tile 20"" x 32"" by Unity (Purple)",22,25,69.85,2,19.52,50.33,99,98,3,668
2/13/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Value Pack (12, Soup Spoon)",29,35,19.94,2,11.72,8.22,100,100,2,310
2/13/18," Ultra Premium Ironing Board - Premium Felt Underlay - Solid Monoblock Surface Board - 100% Cotton Cover - Easy Fold Lever - Sturdy And Dependable - XL 49.5"" x 17"" by Unity",98,111,179.98,2,10.86,169.12,95,97,3,218
2/25/18,Activsport High Performance Men's Athletic Socks - Low Cut - 12 Pairs - Cushioned Heel - Pure Comfort - Size 10-13 - Moisture Wicking & Breathable - By Unity (Gray/Lime),56,57,39.94,2,14.22,25.72,100,93,2,441
2/27/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Southwest Diamond Pattern - Classic Design (Black)",32,42,79.98,2,20.5,59.48,93,96,2,592
3/4/18,"Premium Heavy Duty Velvet Hangers - 100 Pack Bulk - Pink - Non-Slip, Ultra Thin, 10lbs Capacity - Great for Suits, Pants, & Dresses - by Unity",7,15,79.94,2,18.64,61.3,90,94,3,561
3/10/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Moroccan Trellis Pattern - Classic Design (Black)",47,61,79.98,2,16.44,63.54,92,92,2,89
3/13/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Southwest Diamond Pattern - Classic Design (Ecru)",36,64,79.98,2,15.92,64.06,91,97,2,152
3/18/18,Activsport High Performance Men's Athletic Socks - Crew Cut - 12 Pairs - Cushioned Heel - Pure Comfort - Size 10-13 - Moisture Wicking & Breathable - By Unity (Gray/Lime),23,24,39.94,2,27.1,12.84,90,97,3,454
3/18/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Diamond Pattern - Classic Design (Black)",100,119,79.94,2,13.54,66.4,93,97,3,595
3/27/18,"Handi-Liner Commercial Bulk Trash Can Liners Virgin Materials - 40-45 Gallon (10 Rolls, 250 Liners, 1 Case)",16,17,63.94,2,30.66,33.28,91,100,3,506
1/7/18,LED Battery Operated Puck Light - 3 Pack - 6 LEDs - Stick Anywhere - Ultra Bright By Unity,3,3,9.97,1,6,3.97,96,93,3,544
1/12/18, Scrubber Brush - Value Packed - Bathroom & Kitchen Scrubber with Handle - Tough on Grime - Great for the BBQ - by  (6),13,17,19.99,1,10,9.99,99,98,2,557
1/15/18,"Classic Value Bathroom Rug Bath Mat, 100% Microfiber, Non-Slip Latex Backing - Machine Washable - 20"" x 32"" - Extremely Soft - Trellis Pattern - by Unity (Purple)",7,9,13.97,1,13.33,0.64,91,92,2,481
1/18/18, Clean Between Dental Floss XL 400yd - 4 Pack - 4 x 100yds Count - Pharmacy Quality - By Unity,23,26,9.47,1,8.5,0.97,91,93,2,477
1/20/18,"Premium Heavy Duty Velvet Hangers - 100 Pack Bulk - Navy - Non-Slip, Ultra Thin, 10lbs Capacity - Great for Suits, Pants, & Dresses - by Unity",4,7,39.97,1,38.56,1.41,95,91,2,603
2/1/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Value Pack (12, Dessert Fork)",11,15,9.97,1,7.44,2.53,99,100,2,328
2/6/18,"ActivSport 18"" Backpack - Padded Laptop Sleeve - Bottle Holders - Upgraded Zippers - Jumbo Size - Classic Design - by Unity (Hunter Green)",23,31,9.97,1,6.77,3.2,100,98,2,473
2/10/18,"Unity Signature Foldable Storage Ottoman, 15 Inch - Strong & Sturdy - Space Saving - Polyester Linen (Denim Gray)",11,20,75.88,1,6.77,69.11,92,96,2,756
2/12/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Bulk Pack (60, Teaspoon)",19,26,79.98,1,9.99,69.99,90,92,2,576
2/14/18," 8 Pack Classic Wide Rim Fun Color Melamine Break-Resistant Indoor Outdoor Dinnerware Wide Band Pattern By Unity (19oz Tumbler, Mixed)",36,45,13.99,1,9.76,4.23,100,90,3,600
2/14/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Bulk Pack (30, Dinner Knife)",25,30,159.96,1,9.76,150.2,97,90,3,698
2/22/18," Dish Drainer Rack - Two Tier - Chrome Plated Steel - Modern Design - Removable Accessories Included: Cutlery Basket, Cup Drainer, & Drip Tray - by Unity",12,16,19.97,1,7.21,12.76,92,90,3,584
2/28/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Southwest Diamond Pattern - Classic Design (Green)",34,43,39.99,1,10.25,29.74,92,99,2,488
3/5/18," Double Wardrobe - Storage And Organization - 42"" x 18"" x 65"" - Closet Space Maximizer - Solid Metal Construction - Roll-Up Zipper Door - Canvas - Easy Assembly - By Unity (Navy)",17,19,34.97,1,4.32,30.65,98,97,2,382
3/6/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Southwest Diamond Pattern - Classic Design (Gold)",23,25,39.99,1,9.32,30.67,90,100,3,488
3/9/18," Premium Kitchen Tools Set - Silicon Construction - Stainless Steel Handles - Durable And BPA Free (8 Piece, Red)",36,39,19.99,1,5.55,14.44,93,92,3,368
3/11/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Southwest Diamond Pattern - Classic Design (Burgundy)",38,49,39.99,1,8.22,31.77,94,90,3,277
3/14/18,"Unity Chair Pads - Cotton Canvas - Value 4 Pack - Fits 15"" Chair - Moroccan Trellis Pattern - Classic Design (Gold)",31,46,39.99,1,7.96,32.03,99,99,2,124
3/15/18," Every Day Basic+ Mirror Polish Stainless Steel Cutlery Value Pack (12, Teaspoon (5.3"" - 13.5cm)",21,26,9.97,1,3.9,6.07,94,98,3,540
3/21/18,"ActivSport 18"" Backpack - Padded Laptop Sleeve - Bottle Holders - Upgraded Zippers - Jumbo Size - Classic Design - by Unity (Gray)",41,46,9.97,1,3.44,6.53,94,93,3,64
3/22/18,Activsport Performance Women's Athletic Socks - Low Cut - 12 Pairs - Multicolor - Plain Heel - Pure Comfort - Moisture Wicking & Breathable - Size 9-11 - Comfort & Performance - By Unity,4,4,11.97,1,5.43,6.54,94,95,3,211
3/23/18,2 Pack 3.4oz Color Changing LED Reed Diffuser Set - Lavender & Neroli - Vanilla & Coconut - Natural Fragrance by Unity,38,49,39.88,1,5.55,34.33,98,92,2,88
